daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-05-15,BN,548,508,39,1
2020-05-15,CB,196,142,9,45
2020-05-15,CH,15,12,2,1
2020-05-15,LP,328,208,19,101
2020-05-15,OR,132,58,9,65
2020-05-15,PN,12,4,1,7
2020-05-15,PT,36,28,1,7
2020-05-15,SC,2297,2087,83,127
2020-05-15,TJ,13,10,1,2
