daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-05,BN,150,144,5,1
2020-06-05,CB,62,60,2,0
2020-06-05,CH,6,6,0,0
2020-06-05,LP,31,20,2,9
2020-06-05,OR,9,8,1,0
2020-06-05,PN,0,0,0,0
2020-06-05,PT,28,25,0,3
2020-06-05,SC,192,122,2,68
2020-06-05,TJ,5,5,0,0
