daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-23,BN,106,90,8,8
2020-06-23,CB,163,151,11,1
2020-06-23,CH,81,80,1,0
2020-06-23,LP,48,47,1,0
2020-06-23,OR,76,76,0,0
2020-06-23,PN,9,9,0,0
2020-06-23,PT,14,12,2,0
2020-06-23,SC,375,-60,3,432
2020-06-23,TJ,24,22,0,2
